"   ","ID","STATIONCODE","CO","NO2","SO2","O3","PM25","PM10","TEMPERATURE","HUMIDITY","RECEIVETIME","WDIRECT","WSPEED","APRESS","VOLTAGE","EQUSTATE","PM05N","PM1N","PM25N","PM10N","PMSTATE","COSTATE","NO2STATE","SO2STATE","O3STATE","ROWID"
"469","18188572","XH808A416121601150","381.24","548.24","725.1","683.48","31.24","32.79","7","81.41","2017/4/10 7:00:00","","","","12478.72","5","2262.28","1047.38","237.83","18.34","0","0","0","0","0","AAASkgAALAACOYDAAr"
"470","18191718","XH808A416121601150","382.14","598.52","774.79","751.03","24.76","26.1","6.83","78.59","2017/4/10 8:00:00","","","","12483.38","5","1861.72","846.34","185.1","14.03","0","0","0","0","0","AAASkgAALAACNQRAAL"
"471","18194852","XH808A416121601150","386.03","629.52","678.07","800.1","28.83","30.48","6.86","79.69","2017/4/10 9:00:00","","","","12487.93","5","2163.69","986.31","217.31","16.83","0","0","0","0","0","AAASkgAALAACNdQAAo"
"472","18197998","XH808A416121601150","385.69","645","644.55","837.55","27","28.28","7","78.03","2017/4/10 10:00:00","","","","12519.79","5","2026.76","926.62","202.24","14.48","0","0","0","0","0","AAASkgAALAACOaPAAx"
"473","18201137","XH808A416121601150","384","656.45","631.28","849.14","28.9","30.66","7","76.93","2017/4/10 11:00:00","","","","12637.62","5","2173.14","999.24","218.14","16.79","0","0","0","0","0","AAASkgAALAACNbQAAs"
"474","18204274","XH808A416121601150","387","709.38","648.34","907.48","29","32.9","7.86","71.79","2017/4/10 12:00:00","","","","13007.48","5","2066.69","966.86","231.79","25.14","0","0","0","0","0","AAASkgAALAACOcMAA5"
"475","18207421","XH808A416121601150","388.3","717.53","663.27","925.1","50.2","66.77","8.7","66.53","2017/4/10 13:00:00","","","","13259.37","5","2999.4","1540.27","457.93","72.17","0","0","0","0","0","AAASkgAALAACOWUAAd"
"476","18210563","XH808A416121601150","385.28","694.38","650.93","910.72","54.03","75.03","9.17","62.17","2017/4/10 14:00:00","","","","13115","5","3130.24","1671.69","534.48","90.66","0","0","0","0","0","AAASkgAALAACOXhAAr"
"477","18213702","XH808A416121601150","385.27","696.67","606.3","926.5","61.47","89.3","10","58.53","2017/4/10 15:00:00","","","","13049.17","5","3276.23","1769.27","565.63","100.73","0","0","0","0","0","AAASkgAALAACOXiAAy"
"478","18216839","XH808A416121601150","386.8","702.83","594.1","941.53","64.43","91.5","10.47","56.23","2017/4/10 16:00:00","","","","13051.93","5","3555.17","1914.9","617.37","110.83","0","0","0","0","0","AAASkgAAEAAGODLAAw"
"479","18219982","XH808A416121601150","388.69","691.62","565.38","921.97","68.31","98.21","10.17","58.48","2017/4/10 17:00:00","","","","12822.9","5","3682.79","1997.41","642.03","113.66","0","0","0","0","0","AAASkgAAEAAGOFKAAy"
"480","18223124","XH808A416121601150","389.21","652.52","602.41","846.41","37.76","40.55","9.41","67.21","2017/4/10 18:00:00","","","","12751.55","5","2709.03","1272.28","287.41","21.21","0","0","0","0","0","AAASkgAAEAAGOFVAA5"
"481","18226280","XH808A416121601150","382.52","639.48","675.79","825.97","16.83","17.69","8.55","68.97","2017/4/10 19:00:00","","","","12697.38","5","1342.52","591.45","129.59","10.24","0","0","0","0","0","AAASkgAAEAAGOCdAAi"
"482","18229423","XH808A416121601150","381.93","791.23","484.93","1043.7","17.2","18.43","7.7","74.17","2017/4/10 20:00:00","","","","12633.2","5","1395.57","621.6","139.53","12.17","0","0","0","0","0","AAASkgAAEAAGOE9AAe"
"483","18232560","XH808A416121601150","385.86","680.1","568.97","876.38","14.28","14.69","7","79.66","2017/4/10 21:00:00","","","","12606.52","5","1124.76","487.03","109.66","8.48","0","0","0","0","0","AAASkgAAEAAGOEQAA8"
"484","18235750","XH808A416121601150","375","606.45","641.69","768.86","13.83","14.07","6","80.86","2017/4/10 22:00:00","","","","12557.9","5","1157.41","501.55","100.93","7.66","0","0","0","0","0","AAASkgAAHAAN0dpAAA"
"485","18238268","XH808A416121601150","373.37","598.23","592.77","759.47","16","16.4","6","82.57","2017/4/10 23:00:00","","","","12509.6","5","1345.47","583.97","123.93","8.57","0","0","0","0","0","AAASkgAAHAAN0bTAAa"
"486","18241980","XH808A416121601150","383.72","628.28","564.62","799.55","20.93","22.24","6","82.66","2017/4/11","","","","12495.31","5","1603.07","716.97","161.76","12.9","0","0","0","0","0","AAASkgAAHAAN0e+AA8"
"487","18245118","XH808A416121601150","394.76","764.45","413.21","967.69","29.83","32.69","6","83.52","2017/4/11 1:00:00","","","","12481.48","5","2107.41","975.79","228.76","22.34","0","0","0","0","0","AAASkgAAHAAN0dhAAe"
"488","18248256","XH808A416121601150","382.1","625.31","539.07","775.52","29.21","32.72","5.28","85.76","2017/4/11 2:00:00","","","","12465.62","5","2079.83","967.17","233.52","23.34","0","0","0","0","0","AAASkgAAHAAN0fZAA9"
"489","18251394","XH808A416121601150","382.28","628.93","531.03","779.24","35.45","40.41","5","86.24","2017/4/11 3:00:00","","","","12458.59","5","2440.45","1163.21","283.62","31.59","0","0","0","0","0","AAASkgAAHAAN0eWAAj"
"490","18253962","XH808A416121601150","382.69","593.45","559.14","735.07","35.76","42.07","5","86.24","2017/4/11 4:00:00","","","","12455.03","5","2394.52","1146.21","297.17","34.62","0","0","0","0","0","AAASkgAAHAAN0bQAAk"
"491","18257671","XH808A416121601150","384.5","567.5","582.1","693.07","35.87","42.67","4.37","88.43","2017/4/11 5:00:00","","","","12448.6","5","2369.97","1149","298.5","36.73","0","0","0","0","0","AAASkgAAHAAN0fkAAD"
"492","18260824","XH808A416121601150","386.41","560.69","582.55","679.1","32.69","37.48","4","89.83","2017/4/11 6:00:00","","","","12440.76","5","2276.48","1069.28","264.76","29.79","0","0","0","0","0","AAASkgAAHAAN0a6AAs"
"493","18263966","XH808A416121601150","378.74","511.56","624.26","618.26","33.11","36.52","4","90.07","2017/4/11 7:00:00","","","","12429.78","5","2295.37","1088.96","265.26","25.85","0","0","0","0","0","AAASkgAAHAAN0eFAAV"
"494","18267123","XH808A416121601150","387.57","517.97","634.83","625.33","56.13","62.03","4","89.07","2017/4/11 8:00:00","","","","12510.73","5","3708.6","1798.87","437.83","40.73","0","0","0","0","0","AAASkgAAHAAN0hJAAI"
"495","18270277","XH808A416121601150","397.17","537.67","672.57","649.13","95.7","110","5.27","85.5","2017/4/11 9:00:00","","","","12763.03","5","6086.03","3025.5","762.5","78.67","0","0","0","0","0","AAASkgAAIAABtqNAAu"
"496","18273418","XH808A416121601150","399.28","577.38","660.97","718.21","83.62","100.52","6.55","80.03","2017/4/11 10:00:00","","","","13159.17","5","5337.93","2677.03","708.79","89.52","0","0","0","0","0","AAASkgAAIAABt6GAAz"
"497","18276561","XH808A416121601150","391.87","594.83","689.77","748.17","65.97","82.97","8.33","71.13","2017/4/11 11:00:00","","","","13635.6","5","4207.9","2118.33","578.4","81.3","0","0","0","0","0","AAASkgAAIAABt4JAAH"
"498","18279699","XH808A416121601150","380.9","633.14","712.97","815.59","50.66","70.59","10.52","57.76","2017/4/11 12:00:00","","","","14151.62","5","2910.03","1524.34","468.28","77.86","0","0","0","0","0","AAASkgAAIAABuKRAAq"
"499","18282838","XH808A416121601150","375.9","702.34","701.07","947.86","49.07","75.48","12.97","44.55","2017/4/11 13:00:00","","","","13644.03","5","2780.31","1566.45","559.07","118.48","0","0","0","0","0","AAASkgAAIAABuJuAAn"
"500","18285978","XH808A416121601150","371.97","736.86","721","1035.28","46.69","74","15.66","34.31","2017/4/11 14:00:00","","","","13592.62","5","2341.48","1342.69","497.86","104.93","0","0","0","0","0","AAASkgAAIAABtanAAi"
"501","18289115","XH808A416121601150","366.4","723.8","758.03","1032.23","51.03","82.9","17.1","28.83","2017/4/11 15:00:00","","","","13551.37","5","2007.07","1139.13","431.6","89.17","0","0","0","0","0","AAASkgAAIAABtqKAAe"
"502","18292250","XH808A416121601150","361.07","702.52","777","986.33","32.48","52.19","17.04","25.74","2017/4/11 16:00:00","","","","13585.67","5","1570.48","899.96","340.67","71.07","0","0","0","0","0","AAASkgAAIAABtJqAAY"
"503","18295391","XH808A416121601150","364.83","742.97","732.13","1066.8","48.83","78.83","17.5","24.73","2017/4/11 17:00:00","","","","13595.33","5","2328.4","1375.2","550.97","115.27","0","0","0","0","0","AAASkgAAIAABtZcAAb"
"504","18298524","XH808A416121601150","356.2","697.73","788.77","1002.57","32.5","52.43","16.33","28.13","2017/4/11 18:00:00","","","","13553.43","5","1699.73","955.37","350.4","70.9","0","0","0","0","0","AAASkgAAIAABtJvAAm"
"505","18301657","XH808A416121601150","361.5","725.73","714.67","1007.13","53.53","89.27","15.2","30.53","2017/4/11 19:00:00","","","","13209.27","5","2494.3","1492.3","602.6","131.7","0","0","0","0","0","AAASkgAAIAABtJgAAu"
"506","18304791","XH808A416121601150","368.83","728.93","622.13","1024.93","42.4","74.2","13.97","36.67","2017/4/11 20:00:00","","","","12949.47","5","2114.67","1229.97","481.77","116.4","0","0","0","0","0","AAASkgAAIAABtWfAAw"
"507","18307925","XH808A416121601150","363.59","643.62","687.14","859.76","44.83","76.48","11.07","45.93","2017/4/11 21:00:00","","","","12832.9","5","2202.69","1270.14","489.52","114.38","0","0","0","0","0","AAASkgAAIAABtGjABA"
"508","18309028","XH808A416121601150","365.21","619.97","642.55","811.66","26.66","40.48","9.45","53.03","2017/4/11 22:00:00","","","","12790.66","5","1525.48","798.21","272.79","56.38","0","0","0","0","0","AAASkgAAIAABtJrAAP"
"509","18313620","XH808A416121601150","367.1","619.07","602.37","805.17","27.57","38.03","7.83","58.57","2017/4/11 23:00:00","","","","12755.33","5","1731.27","883.67","286.23","55.3","0","0","0","0","0","AAASkgAAIAABtxeAAY"
"510","18316799","XH808A416121601150","372.13","699.67","518","899.03","28.2","38.43","7.03","62.17","2017/4/12","","","","12730.37","5","1739.57","867.83","264.13","45.57","0","0","0","0","0","AAASkgAAIAABtJyAAo"
"511","18319105","XH808A416121601150","380.14","732.21","510.38","953.69","32.38","40.52","7.93","60.62","2017/4/12 1:00:00","","","","12708.9","5","2159.38","1046.03","281.93","38.69","0","0","0","0","0","AAASkgAAIAABtm1AAR"
"512","18323428","XH808A416121601150","372.9","649.03","594.3","832.17","35.13","43.3","7","63.07","2017/4/12 2:00:00","","","","12692.67","5","2290.83","1130","301.23","39.97","0","0","0","0","0","AAASkgAAIAABt0hAA+"
"513","18325422","XH808A416121601150","373.33","638.1","661.6","807.7","24.87","30.07","6.73","65.73","2017/4/12 3:00:00","","","","12684.1","5","1724.63","819.67","211.67","27.63","0","0","0","0","0","AAASkgAAIAABtRhAAT"
"514","18329688","XH808A416121601150","379.31","632.9","711.31","803.59","25.59","32.93","6.45","67.62","2017/4/12 4:00:00","","","","12674.72","5","1730.86","822.28","225.24","34.76","0","0","0","0","0","AAASkgAAIAABtniAAf"
"515","18332457","XH808A416121601150","377.77","600.67","693.5","750.13","29.23","35.1","5.63","70","2017/4/12 5:00:00","","","","12650.43","5","1966.93","943.53","249.87","32.87","0","0","0","0","0","AAASkgAAIAABtMlAAt"
"516","18335922","XH808A416121601150","383.24","611.07","649.41","759.1","31.9","39.79","5","71.93","2017/4/12 6:00:00","","","","12659.72","5","2053.48","1003.83","279.17","39.24","0","0","0","0","0","AAASkgAAIAABtL1AA9"
"517","18338294","XH808A416121601150","387.31","572.03","668.24","712.93","39.66","51.38","5","72.93","2017/4/12 7:00:00","","","","12643.1","5","2458.28","1233.79","355.14","53.31","0","0","0","0","0","AAASkgAAIAABt3jAAE"
"518","18340245","XH808A416121601150","391.76","554.21","693.21","689.72","48.69","65.86","5.59","74.03","2017/4/12 8:00:00","","","","12684.86","5","2888.17","1485.97","446","74.1","0","0","0","0","0","AAASkgAAIAABtDnAAB"
"519","18344654","XH808A416121601150","402.14","673.72","653.76","879.45","61.34","84.52","7.21","67.86","2017/4/12 9:00:00","","","","13882.76","5","3779.48","1944.07","570","94.17","0","0","0","0","0","AAASkgAAIAABtdqAAP"
"520","18347862","XH808A416121601150","420.37","1486.93","388.67","2082.53","106.2","140.3","11.1","53.63","2017/4/12 10:00:00","","","","13660.97","5","6405.97","3268.27","879.07","125.43","0","0","0","0","0","AAASkgAAIAABtqkAAZ"
"521","18351427","XH808A416121601150","415.86","1440.97","373.52","2019.34","104.41","142.07","13.45","45.86","2017/4/12 11:00:00","","","","13594.38","5","6146.41","3206.69","919.83","142.1","0","0","0","0","0","AAASkgAAIAABtR6AAl"
"522","18354925","XH808A416121601150","383.23","1239.43","660.5","1723.67","67.47","89.67","16.67","36.5","2017/4/12 12:00:00","","","","13493.9","5","4097.97","2105.87","595.77","86.13","0","0","0","0","0","AAASkgAAIAABt33AAD"
"523","18356069","XH808A416121601150","358.97","762.41","786.31","1098.79","32.03","46.79","18.1","28.52","2017/4/12 13:00:00","","","","13476.21","5","1640.21","910.14","312.9","53.1","0","0","0","0","0","AAASkgAAIAABt7nAAe"
"524","18360004","XH808A416121601150","352.52","770.14","834.41","1132.48","32.93","55.86","20.28","23.07","2017/4/12 14:00:00","","","","13425.41","5","1505.03","869.52","345.76","74.1","0","0","0","0","0","AAASkgAAIAABt/lAAO"
"525","18363969","XH808A416121601150","350.86","764.55","745.76","1139.1","41.52","68.86","19.34","22.48","2017/4/12 15:00:00","","","","13286.24","5","1957.86","1210.45","491.69","104.45","0","0","0","0","0","AAASkgAAIAABtL5AAX"
"526","18367075","XH808A416121601150","352","792.14","735.93","1114.62","46.45","82.38","15.76","28.62","2017/4/12 16:00:00","","","","13616.41","5","1859.34","1140.07","474.66","112.62","0","0","0","0","0","AAASkgAAIAABuPwAAs"
"527","18370181","XH808A416121601150","348.55","808.24","740.83","1127.24","31.52","54.79","15.79","29.72","2017/4/12 17:00:00","","","","13712.21","5","1508.1","899.03","384.45","91.41","0","0","0","0","0","AAASkgAAIAABtI8AAG"
"528","18373300","XH808A416121601150","343","796.41","735.59","1159.62","44.07","75.28","18.52","25.9","2017/4/12 18:00:00","","","","13544.69","5","1762.83","1091.83","459.79","99.17","0","0","0","0","0","AAASkgAAIAABtE/AA5"
"529","18376418","XH808A416121601150","353.9","813.17","668.69","1133.17","45.07","70.93","15.52","35.52","2017/4/12 19:00:00","","","","13206.28","5","1926.34","1121.72","427.03","89.34","0","0","0","0","0","AAASkgAAIAABtECAAu"
"530","18379539","XH808A416121601150","376.17","987.55","353.21","1385.69","34.76","47.48","13.45","42.69","2017/4/12 20:00:00","","","","12825.24","5","2255.28","1179.31","355.48","53.72","0","0","0","0","0","AAASkgAAIAABuMzAAm"
"531","18383347","XH808A416121601150","366.9","826.07","506.33","1131.6","36.1","57.53","11.63","49.2","2017/4/12 21:00:00","","","","12757.43","5","1941.57","1070.67","391.33","84.47","0","0","0","0","0","AAASkgAAIAABt/sAAl"
"532","18384497","XH808A416121601150","360.66","741.28","619.14","1025.41","30.31","47.93","11","49.86","2017/4/12 22:00:00","","","","12732.86","5","1654.86","905.38","328","72.1","0","0","0","0","0","AAASkgAAIAABtBEAAQ"
"533","18388825","XH808A416121601150","363.66","613.59","718.9","831.21","26.1","35.41","10.38","53.59","2017/4/12 23:00:00","","","","12705.48","5","1689.03","859.17","260.69","43.17","0","0","0","0","0","AAASkgAAIAABtunAAb"
"534","18392695","XH808A416121601150","367.5","576.03","770.67","769.23","23.37","25.93","8.97","59.03","2017/4/13","","","","12691.77","5","1680.33","783.53","184.8","17.9","0","0","0","0","0","AAASkgAAIAABtKIABB"
"535","18395422","XH808A416121601150","378.38","760.62","508.45","1024.38","27.28","33.34","9","59.76","2017/4/13 1:00:00","","","","12676.31","5","1933.69","918.38","231.24","30.17","0","0","0","0","0","AAASkgAAIAABtCLAAg"
"536","18396200","XH808A416121601150","379.17","719.28","541.45","966.28","33.03","40.83","8.69","61.69","2017/4/13 2:00:00","","","","12651","5","2220.83","1074.69","281.69","36.69","0","0","0","0","0","AAASkgAAIAABtNLAAr"
"537","18399661","XH808A416121601150","371.17","638.93","599.45","836.79","24.03","31.31","7.38","61","2017/4/13 3:00:00","","","","12643.17","5","1519.62","760.17","217.97","33.38","0","0","0","0","0","AAASkgAAIAABtSjAAA"
"538","18405192","XH808A416121601150","377.1","678.48","533.86","882.72","34.38","43.72","6.48","66.69","2017/4/13 4:00:00","","","","12625.69","5","2182.55","1091.86","313.41","46.03","0","0","0","0","0","AAASkgAAIAABtGQAA5"
"539","18406767","XH808A416121601150","378.9","610.31","590.1","776","37.28","46.28","5.28","71.14","2017/4/13 5:00:00","","","","12615.83","5","2312.34","1162.93","319.17","44.59","0","0","0","0","0","AAASkgAAIAABtCXAAq"
"540","18410216","XH808A416121601150","379","588.86","611.07","735.62","38.34","46.55","4.38","73","2017/4/13 6:00:00","","","","12613.9","5","2413.14","1203.79","332.34","41.93","0","0","0","0","0","AAASkgAAIAABtcsAAw"
"541","18411813","XH808A416121601150","378.13","561.37","645.8","692.87","41.4","48.87","4","73.47","2017/4/13 7:00:00","","","","12596.87","5","2641.87","1330.97","357.1","44.07","0","0","0","0","0","AAASkgAAIAABtHUAAn"
"542","18416132","XH808A416121601150","389.62","559.03","726.93","688.79","64.38","86.97","4.41","70.07","2017/4/13 8:00:00","","","","12931.66","5","3615.34","1895.9","554.79","87.41","0","0","0","0","0","AAASkgAAIAABt2uAAi"
"543","18420102","XH808A416121601150","393.17","571.83","787.83","719.31","70.76","90.55","6.66","62","2017/4/13 9:00:00","","","","14182.14","5","4227.14","2186.34","609.45","85.07","0","0","0","0","0","AAASkgAAIAABuJ2AAy"
"544","18423681","XH808A416121601150","393.45","625.79","853.69","807.31","55.93","74.9","9.24","53.03","2017/4/13 10:00:00","","","","13724.79","5","3177.66","1690.62","525.62","83.41","0","0","0","0","0","AAASkgAAIAABtWwAAg"
"545","18426940","XH808A416121601150","382.62","677.07","837.83","900.41","50.62","73.03","12.03","44.62","2017/4/13 11:00:00","","","","13625.1","5","2817.55","1526.45","495.79","87.31","0","0","0","0","0","AAASkgAAIAABuI9AAV"
