"STATIONCODE","CO","NO2","SO2","O3","PM25","PM10","TEMPERATURE","HUMIDITY","RECEIVETIME","PM05N","PM1N","PM25N","PM10N"
"XHWAT2014043000196","100","244","383","154","36","42","17","45","2015/10/3 6:00:00","","","",""
"XHWAT2014043000196","76","253","217","166","46","53","17","50","2015/10/3 7:00:00","","","",""
"XHWAT2014043000196","81","253","220","169","52","59","19","47","2015/10/3 8:00:00","","","",""
"XHWAT2014043000196","86","251","260","159","46","52","22","39","2015/10/3 9:00:00","","","",""
"XHWAT2014043000196","81","287","220","182","32","36","27","26","2015/10/3 10:00:00","","","",""
"XHWAT2014043000196","76","318","197","204","36","39","29","21","2015/10/3 11:00:00","","","",""
"XHWAT2014043000196","68","344","134","228","28","30","29","20","2015/10/3 12:00:00","","","",""
"XHWAT2014043000196","68","386","106","267","37","40","29","22","2015/10/3 13:00:00","","","",""
"XHWAT2014043000196","67","445","94","299","45","49","28","24","2015/10/3 14:00:00","","","",""
"XHWAT2014043000196","58","452","86","313","41","45","27","25","2015/10/3 15:00:00","","","",""
"XHWAT2014043000196","57","420","87","314","46","50","26","28","2015/10/3 16:00:00","","","",""
"XHWAT2014043000196","61","355","94","301","60","66","25","34","2015/10/3 17:00:00","","","",""
"XHWAT2014043000196","71","368","107","277","85","93","7","28","2015/10/3 18:00:00","","","",""
"XHWAT2014043000196","73","356","127","350","134","148","-13","16","2015/10/3 19:00:00","","","",""
"XHWAT2014043000196","81","351","137","332","134","147","-13","16","2015/10/3 20:00:00","","","",""
"XHWAT2014043000196","83","340","140","304","144","158","-13","16","2015/10/3 21:00:00","","","",""
"XHWAT2014043000196","94","335","143","310","189","208","-13","16","2015/10/3 22:00:00","","","",""
"XHWAT2014043000196","102","305","173","243","237","260","-13","16","2015/10/3 23:00:00","","","",""
"XHWAT2014043000196","84","293","157","217","144","157","-13","16","2015/10/4","","","",""
"XHWAT2014043000196","83","299","140","230","88","97","-13","16","2015/10/4 1:00:00","","","",""
"XHWAT2014043000196","91","277","147","192","77","84","-13","16","2015/10/4 2:00:00","","","",""
"XHWAT2014043000196","99","274","152","183","73","80","-13","16","2015/10/4 3:00:00","","","",""
"XHWAT2014043000196","100","272","153","179","83","92","-13","16","2015/10/4 4:00:00","","","",""
"XHWAT2014043000196","99","266","153","173","87","95","-13","16","2015/10/4 5:00:00","","","",""
"XHWAT2014043000196","103","267","161","171","95","103","-13","16","2015/10/4 6:00:00","","","",""
"XHWAT2014043000196","107","265","168","169","97","105","-13","16","2015/10/4 7:00:00","","","",""
"XHWAT2014043000196","111","282","176","190","98","108","-13","16","2015/10/4 8:00:00","","","",""
"XHWAT2014043000196","123","283","227","183","108","119","-13","16","2015/10/4 9:00:00","","","",""
"XHWAT2014043000196","134","321","209","231","101","112","-13","16","2015/10/4 10:00:00","","","",""
"XHWAT2014043000196","135","343","230","248","90","99","-13","16","2015/10/4 11:00:00","","","",""
"XHWAT2014043000196","118","413","207","330","101","111","-13","16","2015/10/4 12:00:00","","","",""
"XHWAT2014043000196","104","471","171","402","105","114","-13","16","2015/10/4 13:00:00","","","",""
"XHWAT2014043000196","102","477","147","425","109","118","-13","16","2015/10/4 14:00:00","","","",""
"XHWAT2014043000196","84","542","100","449","95","105","-13","16","2015/10/4 15:00:00","","","",""
"XHWAT2014043000196","83","547","102","454","104","114","-13","16","2015/10/4 16:00:00","","","",""
"XHWAT2014043000196","92","633","80","554","193","211","-13","16","2015/10/4 17:00:00","","","",""
"XHWAT2014043000196","98","539","88","541","213","235","-13","16","2015/10/4 18:00:00","","","",""
"XHWAT2014043000196","100","446","123","462","242","266","-13","16","2015/10/4 19:00:00","","","",""
"XHWAT2014043000196","124","424","171","405","281","308","-13","16","2015/10/5 10:00:00","","","",""
"XHWAT2014043000196","126","526","246","463","266","290","-13","16","2015/10/5 11:00:00","","","",""
"XHWAT2014043000196","97","560","178","465","164","178","-13","16","2015/10/5 12:00:00","","","",""
"XHWAT2014043000196","89","605","112","514","155","169","-13","16","2015/10/5 13:00:00","","","",""
"XHWAT2014043000196","95","690","76","601","164","180","-13","16","2015/10/5 14:00:00","","","",""
"XHWAT2014043000196","123","834","66","709","181","199","-13","16","2015/10/5 15:00:00","","","",""
"XHWAT2014043000196","109","801","61","705","150","164","-13","16","2015/10/5 16:00:00","","","",""
"XHWAT2014043000196","102","647","66","624","116","128","-13","16","2015/10/5 17:00:00","","","",""
"XHWAT2014043000196","105","533","81","545","137","152","-13","16","2015/10/5 18:00:00","","","",""
"XHWAT2014043000196","80","528","80","491","121","133","-13","16","2015/10/5 19:00:00","","","",""
"XHWAT2014043000196","64","436","90","377","108","118","-13","16","2015/10/5 20:00:00","","","",""
"XHWAT2014043000196","62","412","102","341","138","150","-13","16","2015/10/5 21:00:00","","","",""
"XHWAT2014043000196","64","387","115","331","160","175","-13","16","2015/10/5 22:00:00","","","",""
"XHWAT2014043000196","68","339","130","294","206","225","-13","16","2015/10/5 23:00:00","","","",""
"XHWAT2014043000196","68","318","135","289","210","228","-13","16","2015/10/6","","","",""
"XHWAT2014043000196","77","333","147","314","269","294","-13","16","2015/10/6 1:00:00","","","",""
"XHWAT2014043000196","76","303","154","250","267","292","-13","16","2015/10/6 2:00:00","","","",""
"XHWAT2014043000196","83","306","150","247","259","283","-13","16","2015/10/6 3:00:00","","","",""
"XHWAT2014043000196","92","296","152","228","270","294","-13","16","2015/10/6 4:00:00","","","",""
"XHWAT2014043000196","93","281","151","196","267","290","-13","16","2015/10/6 5:00:00","","","",""
"XHWAT2014043000196","97","275","154","191","299","326","-13","16","2015/10/6 6:00:00","","","",""
"XHWAT2014043000196","98","272","177","175","333","363","-13","16","2015/10/6 7:00:00","","","",""
"XHWAT2014043000196","102","317","207","247","356","389","-13","16","2015/10/6 8:00:00","","","",""
"XHWAT2014043000196","115","371","202","326","357","390","-13","16","2015/10/6 9:00:00","","","",""
"XHWAT2014043000196","137","412","219","367","290","316","-13","16","2015/10/6 10:00:00","","","",""
"XHWAT2014043000196","150","444","226","395","249","270","-13","16","2015/10/6 11:00:00","","","",""
"XHWAT2014043000196","141","453","217","408","193","210","-13","16","2015/10/6 12:00:00","","","",""
"XHWAT2014043000196","127","593","183","509","219","238","-13","16","2015/10/6 13:00:00","","","",""
"XHWAT2014043000196","186","767","130","686","284","309","-13","16","2015/10/6 14:00:00","","","",""
"XHWAT2014043000196","133","778","82","694","235","256","-13","16","2015/10/6 15:00:00","","","",""
"XHWAT2014043000196","119","734","71","619","212","230","-13","16","2015/10/6 16:00:00","","","",""
"XHWAT2014043000196","85","668","64","543","179","194","-13","16","2015/10/6 17:00:00","","","",""
"XHWAT2014043000196","72","601","69","500","184","199","-13","16","2015/10/6 18:00:00","","","",""
"XHWAT2014043000196","74","519","80","429","210","227","-13","16","2015/10/6 19:00:00","","","",""
"XHWAT2014043000196","75","477","106","380","268","291","-13","16","2015/10/6 20:00:00","","","",""
"XHWAT2014043000196","78","397","122","323","302","328","-13","16","2015/10/6 21:00:00","","","",""
"XHWAT2014043000196","77","367","125","306","308","336","-13","16","2015/10/6 22:00:00","","","",""
"XHWAT2014043000196","81","346","130","288","348","381","-13","16","2015/10/6 23:00:00","","","",""
"XHWAT2014043000196","81","317","138","274","359","393","-13","16","2015/10/7","","","",""
"XHWAT2014043000196","83","310","142","264","362","396","-13","16","2015/10/7 1:00:00","","","",""
"XHWAT2014043000196","93","318","164","255","368","403","-13","16","2015/10/7 2:00:00","","","",""
"XHWAT2014043000196","100","313","173","244","346","378","-13","16","2015/10/7 3:00:00","","","",""
"XHWAT2014043000196","104","311","161","233","352","386","-13","16","2015/10/7 4:00:00","","","",""
"XHWAT2014043000196","114","301","171","208","363","400","-13","16","2015/10/7 5:00:00","","","",""
"XHWAT2014043000196","120","286","174","191","297","325","-13","16","2015/10/7 6:00:00","","","",""
"XHWAT2014043000196","121","283","174","183","274","299","-13","16","2015/10/7 7:00:00","","","",""
"XHWAT2014043000196","144","309","200","213","287","313","-13","16","2015/10/7 8:00:00","","","",""
"XHWAT2014043000196","150","343","229","261","292","318","-13","16","2015/10/7 9:00:00","","","",""
"XHWAT2014043000196","136","436","212","352","219","238","-13","16","2015/10/7 10:00:00","","","",""
"XHWAT2014043000196","125","556","140","425","159","172","-13","16","2015/10/7 11:00:00","","","",""
"XHWAT2014043000196","119","607","97","449","113","123","-13","16","2015/10/7 12:00:00","","","",""
"XHWAT2014043000196","112","606","78","453","63","68","-13","16","2015/10/7 13:00:00","","","",""
"XHWAT2014043000196","77","670","63","462","38","40","-13","16","2015/10/7 14:00:00","","","",""
"XHWAT2014043000196","78","659","61","489","46","50","-13","16","2015/10/7 15:00:00","","","",""
"XHWAT2014043000196","71","668","61","520","47","51","-13","16","2015/10/7 16:00:00","","","",""
"XHWAT2014043000196","59","684","56","500","49","53","-13","16","2015/10/7 17:00:00","","","",""
"XHWAT2014043000196","57","602","58","470","86","94","-13","16","2015/10/7 18:00:00","","","",""
"XHWAT2014043000196","57","548","62","431","124","134","-13","16","2015/10/7 19:00:00","","","",""
"XHWAT2014043000196","55","457","72","349","126","135","-13","16","2015/10/7 20:00:00","","","",""
"XHWAT2014043000196","54","397","94","284","144","155","-13","16","2015/10/7 21:00:00","","","",""
"XHWAT2014043000196","58","349","130","261","159","171","-13","16","2015/10/7 22:00:00","","","",""
"XHWAT2014043000196","55","299","134","226","184","198","-13","16","2015/10/7 23:00:00","","","",""
"XHWAT2014043000196","54","273","140","208","184","198","-13","16","2015/10/8","","","",""
"XHWAT2014043000196","56","273","140","200","190","205","-13","16","2015/10/8 1:00:00","","","",""
"XHWAT2014043000196","57","335","135","251","152","165","-13","16","2015/10/8 2:00:00","","","",""
"XHWAT2014043000196","43","340","132","247","53","60","-13","16","2015/10/8 3:00:00","","","",""
"XHWAT2014043000196","40","312","131","223","24","27","-13","16","2015/10/8 4:00:00","","","",""
"XHWAT2014043000196","39","309","134","211","19","22","-13","16","2015/10/8 5:00:00","","","",""
"XHWAT2014043000196","39","319","113","211","16","17","-13","16","2015/10/8 6:00:00","","","",""
"XHWAT2014043000196","39","316","107","210","17","19","-13","16","2015/10/8 7:00:00","","","",""
"XHWAT2014043000196","39","324","102","216","16","18","-13","16","2015/10/8 8:00:00","","","",""
"XHWAT2014043000196","40","348","90","233","12","14","-13","16","2015/10/8 9:00:00","","","",""
"XHWAT2014043000196","41","335","89","243","13","15","-13","16","2015/10/8 10:00:00","","","",""
"XHWAT2014043000196","41","349","84","255","14","16","-13","16","2015/10/8 11:00:00","","","",""
"XHWAT2014043000196","42","333","90","262","13","14","-13","16","2015/10/8 12:00:00","","","",""
"XHWAT2014043000196","47","317","105","265","12","13","-13","16","2015/10/8 13:00:00","","","",""
"XHWAT2014043000196","46","321","103","278","12","14","-13","16","2015/10/8 14:00:00","","","",""
"XHWAT2014043000196","85","529","106","567","10","11","22","15","2015/10/8 15:00:00","","","",""
"XHWAT2014043000196","66","441","114","582","10","12","22","16","2015/10/8 16:00:00","","","",""
"XHWAT2014043000196","64","440","102","662","12","13","21","16","2015/10/8 17:00:00","","","",""
"XHWAT2014043000196","72","403","144","620","17","19","20","19","2015/10/8 18:00:00","","","",""
"XHWAT2014043000196","105","443","122","714","41","46","18","25","2015/10/8 19:00:00","","","",""
"XHWAT2014043000196","105","434","134","696","42","47","17","28","2015/10/8 20:00:00","","","",""
"XHWAT2014043000196","91","434","136","652","37","41","16","30","2015/10/8 21:00:00","","","",""
"XHWAT2014043000196","83","411","124","603","36","40","15","32","2015/10/8 22:00:00","","","",""
"XHWAT2014043000196","94","387","136","563","54","60","14","36","2015/10/8 23:00:00","","","",""
"XHWAT2014043000196","104","373","146","509","71","79","13","43","2015/10/9","","","",""
"XHWAT2014043000196","108","364","148","510","79","87","12","48","2015/10/9 1:00:00","","","",""
"XHWAT2014043000196","108","374","147","492","74","82","12","47","2015/10/9 2:00:00","","","",""
"XHWAT2014043000196","76","394","129","578","27","30","13","30","2015/10/9 3:00:00","","","",""
"XHWAT2014043000196","71","396","132","538","14","16","15","21","2015/10/9 4:00:00","","","",""
"XHWAT2014043000196","75","395","136","521","17","19","16","19","2015/10/9 5:00:00","","","",""
"XHWAT2014043000196","79","397","136","525","16","18","16","19","2015/10/9 6:00:00","","","",""
"XHWAT2014043000196","81","425","131","560","16","18","16","18","2015/10/9 7:00:00","","","",""
"XHWAT2014043000196","89","431","134","578","16","18","18","17","2015/10/9 8:00:00","","","",""
"XHWAT2014043000196","96","457","133","609","18","20","21","15","2015/10/9 9:00:00","","","",""
"XHWAT2014043000196","100","470","122","643","17","19","23","13","2015/10/9 10:00:00","","","",""
"XHWAT2014043000196","100","511","109","692","15","17","25","11","2015/10/9 11:00:00","","","",""
"XHWAT2014043000196","105","545","100","711","15","17","26","11","2015/10/9 12:00:00","","","",""
"XHWAT2014043000196","107","545","96","736","16","17","27","11","2015/10/9 13:00:00","","","",""
"XHWAT2014043000196","105","587","87","789","11","11","28","10","2015/10/9 14:00:00","","","",""
"XHWAT2014043000196","99","598","78","815","10","10","27","11","2015/10/9 15:00:00","","","",""
"XHWAT2014043000196","113","550","114","740","12","14","27","11","2015/10/9 16:00:00","","","",""
"XHWAT2014043000196","116","516","148","693","12","13","26","12","2015/10/9 17:00:00","","","",""
"XHWAT2014043000196","97","481","119","766","22","24","24","16","2015/10/9 18:00:00","","","",""
"XHWAT2014043000196","96","433","124","703","26","29","22","19","2015/10/9 19:00:00","","","",""
"XHWAT2014043000196","109","396","179","633","42","47","21","22","2015/10/9 20:00:00","","","",""
"XHWAT2014043000196","99","394","136","574","59","66","18","26","2015/10/9 21:00:00","","","",""
"XHWAT2014043000196","75","372","123","503","36","40","16","27","2015/10/9 22:00:00","","","",""
"XHWAT2014043000196","64","344","118","476","28","30","15","28","2015/10/9 23:00:00","","","",""
"XHWAT2014043000196","62","321","119","441","26","28","14","30","2015/10/10","","","",""
"XHWAT2014043000196","76","317","126","433","33","35","13","33","2015/10/10 1:00:00","","","",""
"XHWAT2014043000196","81","337","124","454","34","37","13","35","2015/10/10 2:00:00","","","",""
"XHWAT2014043000196","78","328","124","450","33","36","12","37","2015/10/10 3:00:00","","","",""
"XHWAT2014043000196","76","314","125","440","28","30","12","38","2015/10/10 4:00:00","","","",""
"XHWAT2014043000196","78","311","126","436","29","31","11","39","2015/10/10 5:00:00","","","",""
"XHWAT2014043000196","92","302","131","421","39","43","10","44","2015/10/10 6:00:00","","","",""
"XHWAT2014043000196","90","300","134","434","40","44","10","43","2015/10/10 7:00:00","","","",""
"XHWAT2014043000196","68","375","122","524","22","25","13","29","2015/10/10 8:00:00","","","",""
"XHWAT2014043000196","64","468","105","565","15","18","14","21","2015/10/10 9:00:00","","","",""
"XHWAT2014043000196","64","481","93","568","13","14","15","20","2015/10/10 10:00:00","","","",""
"XHWAT2014043000196","64","517","88","605","12","13","15","19","2015/10/10 11:00:00","","","",""
"XHWAT2014043000196","65","487","85","622","13","15","16","18","2015/10/10 12:00:00","","","",""
"XHWAT2014043000196","66","506","81","651","13","14","17","17","2015/10/10 13:00:00","","","",""
"XHWAT2014043000196","66","499","81","664","11","12","18","17","2015/10/10 14:00:00","","","",""
"XHWAT2014043000196","66","474","84","671","12","13","18","17","2015/10/10 15:00:00","","","",""
"XHWAT2014043000196","68","457","84","688","13","13","18","17","2015/10/10 16:00:00","","","",""
"XHWAT2014043000196","75","402","104","648","20","21","17","19","2015/10/10 17:00:00","","","",""
"XHWAT2014043000196","86","378","116","631","28","31","15","23","2015/10/10 18:00:00","","","",""
"XHWAT2014043000196","85","247","380","347","35","38","15","24","2015/10/10 19:00:00","","","",""
"XHWAT2014043000196","83","309","284","453","31","34","15","24","2015/10/10 20:00:00","","","",""
"XHWAT2014043000196","103","354","148","559","26","28","14","26","2015/10/10 21:00:00","","","",""
"XHWAT2014043000196","117","357","197","546","19","21","14","24","2015/10/10 22:00:00","","","",""
"XHWAT2014043000196","124","327","291","467","17","19","15","23","2015/10/10 23:00:00","","","",""
"XHWAT2014043000196","75","311","466","387","15","17","14","22","2015/10/11","","","",""
"XHWAT2014043000196","87","369","182","503","14","14","14","21","2015/10/11 1:00:00","","","",""
"XHWAT2014043000196","167","341","146","480","15","16","14","22","2015/10/11 2:00:00","","","",""
"XHWAT2014043000196","97","337","127","493","18","20","13","25","2015/10/11 3:00:00","","","",""
"XHWAT2014043000196","87","342","128","482","15","17","13","23","2015/10/11 4:00:00","","","",""
"XHWAT2014043000196","106","356","127","500","16","17","14","23","2015/10/11 5:00:00","","","",""
"XHWAT2014043000196","178","349","137","497","17","19","14","24","2015/10/11 6:00:00","","","",""
"XHWAT2014043000196","210","354","140","505","18","20","14","24","2015/10/11 7:00:00","","","",""
"XHWAT2014043000196","181","402","145","529","17","19","17","22","2015/10/11 8:00:00","","","",""
"XHWAT2014043000196","142","424","158","530","17","19","19","21","2015/10/11 9:00:00","","","",""
"XHWAT2014043000196","108","448","182","539","13","14","21","19","2015/10/11 10:00:00","","","",""
"XHWAT2014043000196","97","560","117","678","11","12","23","19","2015/10/11 11:00:00","","","",""
"XHWAT2014043000196","96","588","90","738","10","12","23","18","2015/10/11 12:00:00","","","",""
"XHWAT2014043000196","94","586","105","722","11","12","24","17","2015/10/11 13:00:00","","","",""
"XHWAT2014043000196","89","570","122","722","12","12","24","18","2015/10/11 14:00:00","","","",""
"XHWAT2014043000196","87","550","106","739","13","14","24","18","2015/10/11 15:00:00","","","",""
"XHWAT2014043000196","92","508","101","756","16","16","24","19","2015/10/11 16:00:00","","","",""
"XHWAT2014043000196","94","422","178","584","16","18","22","20","2015/10/11 17:00:00","","","",""
"XHWAT2014043000196","214","436","110","680","21","22","21","22","2015/10/11 18:00:00","","","",""
"XHWAT2014043000196","154","441","109","725","23","25","20","25","2015/10/11 19:00:00","","","",""
"XHWAT2014043000196","118","439","108","721","26","28","20","24","2015/10/11 20:00:00","","","",""
"XHWAT2014043000196","154","415","144","661","24","27","20","24","2015/10/11 21:00:00","","","",""
"XHWAT2014043000196","114","401","128","642","37","42","17","31","2015/10/11 22:00:00","","","",""
"XHWAT2014043000196","93","275","597","367","27","30","17","32","2015/10/11 23:00:00","","","",""
"XHWAT2014043000196","103","384","160","582","27","30","17","29","2015/10/12","","","",""
"XHWAT2014043000196","104","373","143","565","34","38","16","29","2015/10/12 1:00:00","","","",""
"XHWAT2014043000196","93","360","143","543","100","111","16","30","2015/10/12 2:00:00","","","",""
"XHWAT2014043000196","89","359","146","540","135","148","16","27","2015/10/12 3:00:00","","","",""
"XHWAT2014043000196","106","351","144","523","167","182","15","28","2015/10/12 4:00:00","","","",""
"XHWAT2014043000196","113","317","203","429","116","127","14","34","2015/10/12 5:00:00","","","",""
"XHWAT2014043000196","140","298","201","404","96","106","13","39","2015/10/12 6:00:00","","","",""
"XHWAT2014043000196","162","322","180","464","77","84","15","39","2015/10/12 7:00:00","","","",""
"XHWAT2014043000196","233","392","176","585","38","42","19","29","2015/10/12 8:00:00","","","",""
"XHWAT2014043000196","222","413","182","589","32","35","23","22","2015/10/12 9:00:00","","","",""
"XHWAT2014043000196","271","435","172","613","26","28","26","18","2015/10/12 10:00:00","","","",""
"XHWAT2014043000196","201","427","188","569","20","22","27","15","2015/10/12 11:00:00","","","",""
"XHWAT2014043000196","136","497","136","639","16","18","29","13","2015/10/12 12:00:00","","","",""
"XHWAT2014043000196","117","526","126","666","16","17","29","12","2015/10/12 13:00:00","","","",""
"XHWAT2014043000196","107","509","117","668","15","17","29","12","2015/10/12 14:00:00","","","",""
"XHWAT2014043000196","101","501","112","678","16","17","29","12","2015/10/12 15:00:00","","","",""
"XHWAT2014043000196","77","601","102","798","20","21","26","15","2015/10/12 16:00:00","","","",""
"XHWAT2014043000196","80","535","98","779","22","24","24","16","2015/10/12 17:00:00","","","",""
"XHWAT2014043000196","86","512","114","776","42","47","22","21","2015/10/12 18:00:00","","","",""
"XHWAT2014043000196","96","507","116","774","50","55","20","22","2015/10/12 19:00:00","","","",""
"XHWAT2014043000196","98","538","119","800","70","77","20","24","2015/10/12 20:00:00","","","",""
"XHWAT2014043000196","123","461","136","734","89","98","18","29","2015/10/12 21:00:00","","","",""
"XHWAT2014043000196","129","421","146","699","89","98","17","33","2015/10/12 22:00:00","","","",""
"XHWAT2014043000196","139","393","139","674","78","87","17","35","2015/10/12 23:00:00","","","",""
"XHWAT2014043000196","144","354","194","588","64","72","16","39","2015/10/13","","","",""
"XHWAT2014043000196","151","346","192","556","58","65","15","47","2015/10/13 1:00:00","","","",""
"XHWAT2014043000196","154","344","194","545","62","70","15","50","2015/10/13 2:00:00","","","",""
"XHWAT2014043000196","186","314","213","470","73","82","14","54","2015/10/13 3:00:00","","","",""
"XHWAT2014043000196","155","317","188","486","63","70","13","58","2015/10/13 4:00:00","","","",""
"XHWAT2014043000196","157","328","187","503","60","68","13","59","2015/10/13 5:00:00","","","",""
"XHWAT2014043000196","200","319","198","472","70","77","13","60","2015/10/13 6:00:00","","","",""
"XHWAT2014043000196","206","351","238","507","120","133","13","58","2015/10/13 7:00:00","","","",""
"XHWAT2014043000196","202","517","258","784","188","206","17","43","2015/10/13 8:00:00","","","",""
"XHWAT2014043000196","228","535","245","872","152","167","22","33","2015/10/13 9:00:00","","","",""
"XHWAT2014043000196","220","561","224","896","106","116","26","24","2015/10/13 10:00:00","","","",""
"XHWAT2014043000196","240","592","212","943","111","121","29","20","2015/10/13 11:00:00","","","",""
"XHWAT2014043000196","208","611","181","947","97","105","31","16","2015/10/13 12:00:00","","","",""
"XHWAT2014043000196","187","681","150","1047","108","117","32","15","2015/10/13 13:00:00","","","",""
"XHWAT2014043000196","167","681","131","1044","100","108","31","16","2015/10/13 14:00:00","","","",""
"XHWAT2014043000196","148","689","103","1091","84","91","28","17","2015/10/13 15:00:00","","","",""
"XHWAT2014043000196","154","669","88","1091","87","95","27","22","2015/10/13 16:00:00","","","",""
"XHWAT2014043000196","173","615","104","1058","105","115","25","24","2015/10/13 17:00:00","","","",""
"XHWAT2014043000196","211","610","118","1054","135","148","24","27","2015/10/13 18:00:00","","","",""
"XHWAT2014043000196","233","630","141","1060","189","207","23","31","2015/10/13 19:00:00","","","",""
"XHWAT2014043000196","265","575","163","947","243","268","22","34","2015/10/13 20:00:00","","","",""
"XHWAT2014043000196","323","526","192","894","295","327","22","36","2015/10/13 21:00:00","","","",""
"XHWAT2014043000196","300","478","252","829","259","289","20","42","2015/10/13 22:00:00","","","",""
"XHWAT2014043000196","254","464","296","778","232","259","19","45","2015/10/13 23:00:00","","","",""
"XHWAT2014043000196","190","413","265","653","212","234","19","46","2015/10/14","","","",""
"XHWAT2014043000196","177","400","205","617","190","209","19","47","2015/10/14 1:00:00","","","",""
"XHWAT2014043000196","170","371","268","551","182","200","19","48","2015/10/14 2:00:00","","","",""
"XHWAT2014043000196","143","348","447","497","124","135","19","42","2015/10/14 3:00:00","","","",""
"XHWAT2014043000196","160","407","209","627","116","128","18","44","2015/10/14 4:00:00","","","",""
"XHWAT2014043000196","195","378","237","561","127","139","17","53","2015/10/14 5:00:00","","","",""
"XHWAT2014043000196","216","353","327","498","131","144","17","54","2015/10/14 6:00:00","","","",""
"XHWAT2014043000196","227","361","281","517","137","150","17","56","2015/10/14 7:00:00","","","",""
"XHWAT2014043000196","234","380","294","551","132","145","18","51","2015/10/14 8:00:00","","","",""
"XHWAT2014043000196","209","449","273","682","112","122","20","42","2015/10/14 9:00:00","","","",""
"XHWAT2014043000196","154","574","192","862","109","120","22","34","2015/10/14 10:00:00","","","",""
"XHWAT2014043000196","148","609","148","929","89","98","24","32","2015/10/14 11:00:00","","","",""
"XHWAT2014043000196","127","724","104","1115","83","91","25","29","2015/10/14 12:00:00","","","",""
"XHWAT2014043000196","141","790","82","1337","127","140","25","28","2015/10/14 13:00:00","","","",""
